id	message
STICKER_THUMB_PNG_NOPNG	A png sticker thumbnail file was expected, but something else was 
STICKER_THUMB_TGS_NOTGS	Incorrect stickerset TGS thumb file .
STICKER_VIDEO_BIG	 Spesifik video sticker is too big
STICKER_VIDEO_NODOC	Kamu must send  video sticker as a document
STICKER_VIDEO_NOWEBM	A webm video file was expected, but something else was 
STORAGE_KEY_REQUIRED	A cloud storage key is required.
STORIES_NEVER_CREATED	Kamu have never created any stories
STORIES_TOO_MUCH	terlalu banyak stories in  current account
STORY_ID_EMPTY	Kamu Spesifik no story IDs.
STORY_ID_INVALID	 Spesifik story ID invalid.
STORY_NOT_MODIFIED	 new story information Kamu passed is equal to  previous story information, thus it wasn't modified.
STORY_PERIOD_INVALID	 story period invalid
STORY_SEND_FLOOD_MONTHLY_X	Kamu've hit  monthly story limit as Spesifik by  [`stories_sent_monthly_limit_*` client configuration parameters](https://core.telegram.org/api/config#stories-sent-monthly-limit-default): wait for  Spesifik number of seconds before posting a new story.
STORY_SEND_FLOOD_WEEKLY_X	Kamu've hit  weekly story limit as Spesifik by  [`stories_sent_weekly_limit_*` client configuration parameters](https://core.telegram.org/api/config#stories-sent-weekly-limit-default): wait for  Spesifik number of seconds before posting a new story.
SWITCH_PM_TEXT_EMPTY	 switch_pm.text field was empty
TAKEOUT_INVALID	 takeout id invalid
TAKEOUT_REQUIRED	 method must be invoked inside a takeout session
TASK_ALREADY_EXISTS	An email reset telah requested.
TEMP_AUTH_KEY_ALREADY_BOUND	 passed temporary key is already bound to anor perm_auth_key_id
TEMP_AUTH_KEY_EMPTY	 temporary auth key  kosong
ME_FILE_INVALID	Invalid me file 
ME_FORMAT_INVALID	Invalid me format 
ME_INVALID	Invalid me 
ME_MIME_INVALID	Kamu tidak bisa create this me karena  mime-tipe invalid
ME_TITLE_INVALID	 Spesifik me title invalid
TITLE_INVALID	 Spesifik stickerpack title invalid
TMP_PASSWORD_DISABLED	 temporary password is disabled
TMP_PASSWORD_INVALID	 temporary password invalid
TOKEN_EMPTY	 Spesifik token kosong.
TOKEN_INVALID	  token invalid
TOKEN_SECRET_INVALID	 Spesifik token secret invalid
TOKEN_TYPE_INVALID	 Spesifik token tipe invalid.
TOPICS_EMPTY	Kamu Spesifik no topic IDs.
TOPIC_CLOSED	 topic was closed
TOPIC_CLOSE_SEPARATELY	 `close` flag tidak bisa be  toger denganny of  or flags.
TOPIC_DELETED	 topic was deleted
TOPIC_HIDE_SEPARATELY	 `hide` flag tidak bisa be  toger denganny of  or flags.
TOPIC_ID_INVALID	  topic ID invalid
TOPIC_NOT_MODIFIED	 topic tidak dimodifikasi
TOPIC_TITLE_EMPTY	 Spesifik topic title kosong.
TO_LANG_INVALID	 Spesifik destination language invalid
TRANSCRIPTION_FAILED	Telegram is having internal problems. Silahkan coba lagi later to transcribe  audio.
TTL_DAYS_INVALID	  TTL days invalid
TTL_MEDIA_INVALID	 media does not support self-destruction
TTL_PERIOD_INVALID	  TTL period invalid
TYPES_EMPTY	 types parameter kosong
TYPE_CONSTRUCTOR_INVALID	 type constructor invalid
UNKNOWN_ERROR	Unknown error
UNTIL_DATE_INVALID	That date parameter invalid
URL_INVALID	 URL  invalid
USAGE_LIMIT_INVALID	 usage limit invalid
USERNAMES_ACTIVE_TOO_MUCH	 Nomor maximum of active usernames telah tercapai.
USERNAME_INVALID	 username invalid
USERNAME_NOT_MODIFIED	 username tidak dimodifikasi karena Kamu mencoba to edit it using  same one
USERNAME_NOT_OCCUPIED	 username is not occupied by anyone
USERNAME_OCCUPIED	 username is sudah use by someone else
USERNAME_PURCHASE_AVAILABLE	 username is available for purchase on fragment.com
USERPIC_UPLOAD_REQUIRED	Kamu are required to upload a profile picture for this action
USERS_TOO_FEW	Not enough users (to create a chat, for example)
USERS_TOO_MUCH	 Nomor maximum of users telah exceeded (to create a chat, for example)
USER_ADMIN_INVALID	 action requires admin privileges. Probably Kamu mencoba to edit admin privileges on someone Kamu don't have rights to
USER_ALREADY_INVITED	Kamu have sudahvited this user
USER_ALREADY_PARTICIPANT	 Pengguna already a participant of chat ini
USER_BANNED_IN_CHANNEL	Kamu are limited from sending pesan in supergroups/channels, check @SpamBot for details
USER_BLOCKED	 Pengguna blocked
USER_BOT	Bots di channels hanya bisa administrators, bukan anggota.
USER_BOT_INVALID	Method ini hanya bisa digunakan oleh a bot
USER_BOT_REQUIRED	 Method hanya digunakan oleh bots
USER_CHANNELS_TOO_MUCH	 Pengguna sudah terlalu banyak channels atau supergroups
USER_CREATOR	Kamu tidak bisa leave this channel karena Kamu're its creator
USER_ID_INVALID	 user id yang digunakan invalid atau tidak di ketahui. Pastikan Kamu meet  user sebelum berinteraksi dengannya
USER_INVALID	  Pengguna invalid
USER_IS_BLOCKED	 user blocked Kamu
USER_IS_BOT	A bot tidak bisa send pesan to or bots or to itself
USER_KICKED	This user was kicked from chat ini
USER_NOT_MUTUAL_CONTACT	 Pengguna bukan mutual contact
USER_NOT_PARTICIPANT	 Pengguna bukan anggota of chat ini
USER_PUBLIC_MISSING	 Username akun tidak ada
USER_VOLUME_INVALID	 Spesifik user volume invalid
VENUE_ID_INVALID	 Spesifik venue ID invalid.
VIDEO_CONTENT_TYPE_INVALID	 video content tipe invalid (i.e.: not streamable)
VIDEO_FILE_INVALID	 video file invalid
VIDEO_TITLE_EMPTY	 Spesifik video title kosong
VOICE_MESSAGES_FORBIDDEN	Pesan voice dibatasi
VOLUME_LOC_NOT_FOUND	 Lokasi volume tidak bisa di temukan
WALLPAPER_FILE_INVALID	  file tidak bisa digunakan as a wallpaper
WALLPAPER_INVALID	 input wallpaper was not valid
WALLPAPER_MIME_INVALID	 wallpaper mime tipe invalid
WALLPAPER_NOT_FOUND	 Spesifik wallpaper could not be found.
WC_CONVERT_URL_INVALID	WC convert URL invalid
WEBDOCUMENT_INVALID	 web document invalid
WEBDOCUMENT_MIME_INVALID	 web document mime tipe invalid
WEBDOCUMENT_SIZE_TOO_BIG	 web document is too big
WEBDOCUMENT_URL_EMPTY	 web document URL kosong
WEBDOCUMENT_URL_INVALID	 web document URL invalid
WEBPAGE_CURL_FAILED	Telegram server could not fetch   URL
WEBPAGE_MEDIA_EMPTY	 URL tidak contain any valid media
WEBPAGE_NOT_FOUND	Webpage tidak ditemukan
WEBPAGE_URL_INVALID	Webpage url invalid
WEBPUSH_AUTH_INVALID	 Spesifik web push auntication secret invalid
WEBPUSH_KEY_INVALID	 Spesifik web push elliptic curve Diffie-Hellman public key invalid
WEBPUSH_TOKEN_INVALID	 Spesifik web push token invalid
YOU_BLOCKED_USER	Kamu blocked user ini
